"category","expertneeded","length","name","stub"
"Category:Decision theory",False,48482,"Public administration",False
"Category:Statistical data sets",False,5685,"Demographics of Siberia",False
"Category:Statistical organizations",False,4559,"Pakistan Bureau of Statistics",False
"Category:Fields of application of statistics",False,6413,"Local binary patterns",False
"Category:Fields of application of statistics",False,62,"Basic Earnings Per Share",False
"Category:Fields of application of statistics",False,4438,"Biomax Informatics AG",False
"Category:Statistical data coding",False,156310,"Malta",False
"Category:Statistical terminology",False,68,"Loess curve",False
"Category:Survey methodology",False,4850,"Thurstone scale",False
"Category:Fields of application of statistics",False,4826,"Existential migration",False
"Category:Fields of application of statistics",False,1184,"Software Design Engineer in Test",False
"Category:Statisticians",False,2549,"Vijayan Nair",False
"Category:Statistical software",False,5244,"NLOGIT",False
"Category:Information, knowledge, and uncertainty",False,4414,"Faceted Application of Subject Terminology",False
"Category:Statistical organizations",False,3148,"United Nations Statistics Division",False
"Category:Data collection",False,63532,"Espionage",False
"Category:Fields of application of statistics",False,11231,"Adobe Flash Professional",False
"Category:Fields of application of statistics",False,2770,"Population fragmentation",False
"Category:Decision theory",False,9623,"Foreign policy analysis",False
"Category:Time series analysis",False,3818,"Statistical signal processing",True
"Category:Fields of application of statistics",False,14942,"Sweating sickness",False
"Category:Data collection",False,2856,"National Maritime Intelligence-Integration Office",False
"Category:Data collection",False,16998,"Greenplum",False
"Category:Fields of application of statistics",False,63229,"Yellow fever epidemic of 1793",False
"Category:Fields of application of statistics",False,6250,"Nevanlinna–Pick interpolation",False
"Category:Information, knowledge, and uncertainty",False,1579,"Teeming and lading",False
"Category:Statistical data sets",False,3635,"Systematic Census of Australian Plants",False
"Category:Fields of application of statistics",False,1913,"Journal of Exposure Science and Environmental Epidemiology",False
"Category:Fields of application of statistics",False,3648,"Hypothetical protein",False
"Category:Fields of application of statistics",False,4299,"DNA Patterns",False
"Category:Fields of application of statistics",False,11098,"Internationalism (politics)",False
"Category:Statistical software",False,5941,"Unistat",False
"Category:Statistical charts and diagrams",False,16489,"Pie chart",False
"Category:Decision theory",False,2944,"Trade study",False
"Category:Fields of application of statistics",False,1773,"Total system power",False
"Category:Information, knowledge, and uncertainty",False,19512,"Moody's Corporation",False
"Category:Statisticians",False,8218,"Alexander Tulloch",False
"Category:Fields of application of statistics",False,6520,"DuPont analysis",False
"Category:Statistical data sets",False,30269,"METAR",False
"Category:Fields of application of statistics",False,1242,"Salt-and-pepper noise",False
"Category:Information, knowledge, and uncertainty",False,5862,"Alpine Club classification of the Eastern Alps",False
"Category:Statisticians",False,4251,"Søren Johansen",False
"Category:Statistical data coding",False,24908,"Gozo",False
"Category:Fields of application of statistics",False,4843,"Number needed to harm",False
"Category:Fields of application of statistics",False,65053,"Migrant domestic workers",False
"Category:Fields of application of statistics",False,1431,"Serum Metabolome Database",False
"Category:Statistical data sets",False,21727,"Demographics of Uruguay",False
"Category:Fields of application of statistics",False,4424,"Linear phase",False
"Category:Data collection",False,18111,"Special Intelligence Service",False
"Category:Probability distributions",False,18220,"Beta-binomial distribution",False
"Category:Meta-analysis",False,1312,"Newcastle–Ottawa scale",True
"Category:Statisticians",False,8749,"Alexander Alexandrovich Chuprov",False
"Category:Statistical theory",False,1118,"Header check sequence",False
"Category:Fields of application of statistics",False,49138,"Estrogen",False
"Category:Decision theory",False,7911,"Ralph Borsodi",False
"Category:Statistical inference",False,17438,"Algorithmic inference",False
"Category:Fields of application of statistics",False,130,"Department of the Army Military Operations - Modeling and Simulation",False
"Category:Statistics stubs",False,940,"Rational arrival process",False
"Category:Fields of application of statistics",False,53881,"Genetic algorithm",False
"Category:Statistical data coding",False,5390,"Provence-Alpes-Côte d'Azur",False
"Category:Statistical theory",False,2595,"Long code (mathematics)",False
"Category:Decision theory",False,19366,"Constituencies for French residents overseas",False
"Category:Fields of application of statistics",False,14752,"Starmad",False
"Category:Fields of application of statistics",False,16104,"Statistical potential",False
"Category:Time series analysis",False,5313,"CARIACO Ocean Time Series Program",False
"Category:Data collection",False,4353,"Green Salt Project",False
"Category:Fields of application of statistics",False,31355,"Educational Testing Service",False
"Category:Regression analysis",False,6138,"MaxDiff",False
"Category:Data collection",False,7226,"Piwik",False
"Category:Probability distributions",False,6710,"Tukey lambda distribution",False
"Category:Statistical data types",False,4002,"Trade-weighted US dollar index",False
"Category:Decision theory",False,6787,"Normalcy bias",False
"Category:Information, knowledge, and uncertainty",False,1657,"HResume",False
"Category:Data collection",False,15655,"Opinion polling for the Norwegian parliamentary election, 2009",False
"Category:Data analysis",False,60170,"Window function",False
"Category:Information, knowledge, and uncertainty",False,1470,"Snapper Puzzle",False
"Category:Fields of application of statistics",False,28667,"Asherman's syndrome",False
"Category:Statistical organizations",False,3573,"Statistics Mauritius",False
"Category:Time series analysis",False,5610,"Adaptive Gabor representation",False
"Category:Misuse of statistics",False,20623,"Prosecutor's fallacy",False
"Category:Fields of application of statistics",False,17605,"Retirement spend-down",False
"Category:Information, knowledge, and uncertainty",False,3474,"Universal approximation theorem",False
"Category:Probability distributions",False,7251,"Inverse-gamma distribution",False
"Category:Fields of application of statistics",False,12688,"Herd immunity",False
"Category:Fields of application of statistics",False,4969,"LJ Create",False
"Category:Data analysis",False,4041,"Stationary subspace analysis",False
"Category:Information, knowledge, and uncertainty",False,1269,"SAWSDL",False
"Category:Fields of application of statistics",False,21990,"Western European marriage pattern",False
"Category:Information, knowledge, and uncertainty",False,11112,"Ontology alignment",False
"Category:Fields of application of statistics",False,5135,"Quertle",False
"Category:Fields of application of statistics",False,32604,"The Hum",False
"Category:Data collection",False,2424,"Ahmad Behbahani",False
"Category:Statistical data sets",False,3147,"Asia-Pacific Trade Agreements Database",False
"Category:Data collection",False,2513,"Nominal size",False
"Category:Statisticians",False,5189,"Hirotugu Akaike",False
"Category:Data collection",False,28461,"Competitive intelligence",False
"Category:Information, knowledge, and uncertainty",False,9104,"ACM Computing Classification System",False
"Category:Fields of application of statistics",False,5489,"BioLinux",False
"Category:Statisticians",False,5339,"Rany Jazayerli",False
"Category:Fields of application of statistics",False,35434,"Up Series",False
"Category:Fields of application of statistics",False,2144,"Day of Conception",False
"Category:Fields of application of statistics",False,9572,"Usability goals",False
"Category:Information, knowledge, and uncertainty",False,13903,"Chief audit executive",False
"Category:Statisticians",False,9052,"Christian Genest",False
"Category:Fields of application of statistics",False,8752,"Legendre wavelet",False
